,Unnamed: 0,question,answer,chapter,complexity,prediction,bert_score,rouge_score
19,19,O que é um curso de extensão?,"Os cursos de extensão serão oferecidos ao público geral, com propósito de divulgar conhecimento e técnicas de trabalho, podendo desenvolver-se em nível universitário ou não, de acordo com o seu conteúdo e o sentido que assumam em cada caso.",t5c4,short,"Um curso de extensão é um programa oferecido por uma universidade com o objetivo de divulgar conhecimento e técnicas de trabalho para o público em geral. Ele pode ser desenvolvido em nível universitário ou não, dependendo do conteúdo e do propósito do curso.","(tensor([0.7938]), tensor([0.7987]), tensor([0.7962]))","{'rouge-1': {'r': 0.5, 'p': 0.45714285714285713, 'f': 0.477611935308532}, 'rouge-2': {'r': 0.3157894736842105, 'p': 0.2857142857142857, 'f': 0.2999999950125001}, 'rouge-l': {'r': 0.4375, 'p': 0.4, 'f': 0.4179104427712186}}"
20,20,O que é um curso de especialização?,"Os cursos de especialização e aperfeiçoamento, ministrados sem caráter permanente pela Universidade, têm objetivo ténico-profissional, sem abranger o campo total do saber em que se insere a especialidade e se destinam ao treinamento de graduados de nível superior em setores de que se compõe um ramo profissional ou científico.",t5c5,short,"Um curso de especialização é uma modalidade de curso ministrado pela universidade, com objetivo técnico-profissional, que tem como finalidade o treinamento de graduados de nível superior em setores específicos de um ramo profissional ou científico.","(tensor([0.8095]), tensor([0.7523]), tensor([0.7799]))","{'rouge-1': {'r': 0.425, 'p': 0.5666666666666667, 'f': 0.4857142808163265}, 'rouge-2': {'r': 0.2553191489361702, 'p': 0.35294117647058826, 'f': 0.2962962914250877}, 'rouge-l': {'r': 0.4, 'p': 0.5333333333333333, 'f': 0.45714285224489803}}"
21,21,Quais as atribuições dos colegiados de cursos?,"As atribuições dos Colegiados de Cursos: I coordenar e supervisionar o curso; II receber reclamações e recursos na área do ensino; III apreciar os pedidos de transferência e estudar os casos de equivalência de disciplinas de outras Universidades ou Unidades de Ensino para efeitos de transferência; IV elaborar ou rever o currículo, submetendo-o ao Conselho Coordenador do Ensino da Pesquisa e da Extensão; V propor ao Conselho Coordenador do Ensino da Pesquisa e da Extensão, a organização curricular dos cursos correspondentes; VI emitir parecer sobre os processos relativos a aproveitamento de estudos e adaptação, mediante requerimento dos interessados; VII assegurar a articulação entre o ciclo básico e o ciclo profissional do curso correspondente; VIII estabelecer normas para o desempenho dos professores orientadores; IX emitir parecer sobre recursos ou representações de alunos sobre matéria didática; X aprovar o Plano de Ensino das disciplinas do curso correspondente; XI aprovar a lista de ofertas das disciplinas do curso correspondente para cada período letivo; XII propor aos Departamentos correspondentes os horários mais convenientes para as disciplinas de seu interesse; XIII elaborar seu Regimento, para aprovação pelo Conselho Coordenador do Ensino da Pesquisa e da Extensão.",t5c6,medium,"As atribuições dos Colegiados de Cursos são: coordenar e supervisionar o curso; receber reclamações e recursos na área do ensino; apreciar os pedidos de transferência e estudar os casos de equivalência de disciplinas de outras Universidades ou Unidades de Ensino para efeitos de transferência; elaborar ou rever o currículo, submetendo-o ao Conselho Coordenador do Ensino da Pesquisa e da Extensão; propor ao Conselho Coordenador do Ensino da Pesquisa e da Extensão a organização curricular dos cursos correspondentes; emitir parecer sobre os processos relativos a aproveitamento de estudos e adaptação, mediante requerimento dos interessados; assegurar a articulação entre o ciclo básico e o ciclo profissional do curso correspondente; estabelecer normas para o desempenho dos professores orientadores; emitir parecer sobre recursos ou representações de alunos sobre matéria didática; aprovar o Plano de Ensino das disciplinas do curso correspondente; aprovar a lista de ofertas das disciplinas do curso correspondente para cada período letivo; propor aos Departamentos correspondentes os horários mais convenientes para as disciplinas de seu interesse; elaborar seu Regimento, para aprovação pelo Conselho Coordenador do Ensino da Pesquisa e da Extensão.","(tensor([0.9764]), tensor([0.9610]), tensor([0.9686]))","{'rouge-1': {'r': 0.868421052631579, 'p': 0.9801980198019802, 'f': 0.9209302275764197}, 'rouge-2': {'r': 0.8242424242424242, 'p': 0.8947368421052632, 'f': 0.8580441590462639}, 'rouge-l': {'r': 0.868421052631579, 'p': 0.9801980198019802, 'f': 0.9209302275764197}}"
22,22,Como a universidade estimula a pesquisa?,"A Universidade incentivará a pesquisa por todos os meios a seu alcance, entre os quais os seguintes: I a concessão de bolsas especiais de pesquisa em categorias diversas, principalmente nas de iniciação cientifica; II formação de pessoal em cursos de pós-graduação, próprio ou de outros instituições nacionais e estrangeiras; III concessão de auxílios para execução de projetos específicos; IV realização de convênios com entidades públicas ou privadas, nacionais ou estrangeiras; V intercâmbio com outras instituições científicas, estimulando os contatos entre o professores e o desenvolvimento de projetos comuns. VI divulgação dos resultados das pesquisas realizadas em suas Unidades; VII promoção de congressos, simpósios e seminários, para estudo e debate de temas científicos, bem como participação em iniciativas semelhantes de outras instituições.",t5c7,medium,"A universidade estimula a pesquisa por meio de diversos meios, tais como: concessão de bolsas especiais de pesquisa, formação de pessoal em cursos de pós-graduação, concessão de auxílios para execução de projetos específicos, realização de convênios com entidades públicas ou privadas, intercâmbio com outras instituições científicas, divulgação dos resultados das pesquisas realizadas em suas unidades, promoção de congressos, simpósios e seminários para estudo e debate de temas científicos, bem como participação em iniciativas semelhantes de outras instituições.","(tensor([0.9186]), tensor([0.8332]), tensor([0.8738]))","{'rouge-1': {'r': 0.5714285714285714, 'p': 0.8135593220338984, 'f': 0.6713286664814906}, 'rouge-2': {'r': 0.452991452991453, 'p': 0.7162162162162162, 'f': 0.5549738172429485}, 'rouge-l': {'r': 0.5714285714285714, 'p': 0.8135593220338984, 'f': 0.6713286664814906}}"
23,23,Como entro em um curso de graduação da UFPel?,"A admissão aos cursos de graduação se fará mediante concurso Vestibular, aberto a quantos hajam concluído o segundo grau ou estudos equivalentes.",t6c1,short,"Para entrar em um curso de graduação da UFPel, é necessário realizar um processo seletivo, como o vestibular ou o Sistema de Seleção Unificada (SISU). Após a aprovação nesse processo, o candidato deve efetuar a matrícula na instituição de acordo com as orientações fornecidas pela UFPel.","(tensor([0.5876]), tensor([0.6391]), tensor([0.6122]))","{'rouge-1': {'r': 0.22727272727272727, 'p': 0.125, 'f': 0.1612903180020813}, 'rouge-2': {'r': 0.047619047619047616, 'p': 0.022222222222222223, 'f': 0.030303025964187952}, 'rouge-l': {'r': 0.22727272727272727, 'p': 0.125, 'f': 0.1612903180020813}}"
24,24,Quais os requisitos para matrícula em um curso de pós-graduação?,"Para matricula nos cursos de pós-graduação, além de diploma de curso de graduação exigido por lei, o Conselho Coordenador do Ensino e Pesquisa estabelecera normas, segundo as quais prevaleçam requisitos que assegurem rigorosa seleção intelectual dos candidatos.",t6c1,short,"Os requisitos para matrícula em um curso de pós-graduação são: possuir diploma de curso de graduação exigido por lei e atender às normas estabelecidas pelo Conselho Coordenador do Ensino e Pesquisa, que garantam uma rigorosa seleção intelectual dos candidatos.","(tensor([0.8280]), tensor([0.8245]), tensor([0.8262]))","{'rouge-1': {'r': 0.5294117647058824, 'p': 0.5142857142857142, 'f': 0.5217391254358329}, 'rouge-2': {'r': 0.3888888888888889, 'p': 0.3783783783783784, 'f': 0.38356163883655475}, 'rouge-l': {'r': 0.5, 'p': 0.4857142857142857, 'f': 0.492753618189456}}"
25,25,Como faço minha matrícula?,"As matriculas serão efetuadas na Pró–Reitoria de Graduação e Assistência, antes de cada período letivo, em datas pré-fixadas pela Reitoria obedecendo ao seguinte sistema: I matriculas por disciplinas e/ou atividades, semestrais; II ordenação curricular por meio de um mínimo de pré-requisitos; III controle de integralização curricular através de créditos, conforme dispõe o presente Regimento; IV matricula, de avaliação e registros centralizados; V a escolha do aluno será auxiliada por professor orientador tomando por. base as Listas de Ofertas aprovadas pelo Colegiado de Curso correspondente; VI além de outros elementos que venham a revelar-se necessários, as listas conterão: a) o código e o enunciado de cada disciplina; b) cursos ou ciclos a que se destina; c) pré-requisitos mínimos ou co-requisitos; d) número de créditos respectivos; e) horário das respectivas atividades escolares; f) número máximo e mínimo, de vagas em cada disciplina; VII haverá limites mínimos e máximos para as disciplinas fixadas pelos Colegiados de Curso; VIII O Colegiado de Curso anulará a oferta de qualquer disciplina, que em determinado período não alcance a matrícula de um número mínimo, fixado em cada caso pelo Colegiado de Curso. IX não serão permitidas matriculas em disciplinas de horário total ou parcialmente coincidentes.",t6c2,medium,"A matrícula deve ser feita na Pró-Reitoria de Graduação e Assistência antes de cada período letivo, em datas pré-fixadas pela Reitoria.","(tensor([0.7818]), tensor([0.4903]), tensor([0.6026]))","{'rouge-1': {'r': 0.1044776119402985, 'p': 0.7, 'f': 0.18181817955810425}, 'rouge-2': {'r': 0.05851063829787234, 'p': 0.55, 'f': 0.1057692290310651}, 'rouge-l': {'r': 0.09701492537313433, 'p': 0.65, 'f': 0.16883116657109123}}"
26,26,O que é trancamento de matrícula?,"O aluno poderá trancar a matricula em uma ou mais disciplinas, no decorrer do primeiro terço do período letivo, obedecido o limite mínimo de créditos estabelecidos para o curso, por semestre.",t6c2,short,"Trancamento de matrícula é a possibilidade do aluno interromper temporariamente seus estudos em uma ou mais disciplinas, ou em todas as disciplinas, por um determinado período de tempo, sem perder o vínculo com a instituição de ensino. Durante o período de trancamento, o aluno não participa das atividades acadêmicas e não é avaliado nas disciplinas trancadas.","(tensor([0.5978]), tensor([0.6505]), tensor([0.6231]))","{'rouge-1': {'r': 0.41379310344827586, 'p': 0.27906976744186046, 'f': 0.33333332852237657}, 'rouge-2': {'r': 0.13333333333333333, 'p': 0.07407407407407407, 'f': 0.09523809064625872}, 'rouge-l': {'r': 0.3103448275862069, 'p': 0.20930232558139536, 'f': 0.24999999518904328}}"
27,27,Quanto tempo posso ficar com a matrícula trancada?,"Autorizado o trancamento geral da matricula, por um prazo que não poderá exceder a dois anos, o aluno terá assegurado, no retorno, o direito a matrícula, no mesmo curso inicial , bastando, para isso, requerer readmissão nos prazos estabelecidos",t6c2,short,Você pode ficar com a matrícula trancada por um prazo máximo de dois anos.,"(tensor([0.6985]), tensor([0.5781]), tensor([0.6326]))","{'rouge-1': {'r': 0.14285714285714285, 'p': 0.35714285714285715, 'f': 0.20408162857142864}, 'rouge-2': {'r': 0.05263157894736842, 'p': 0.15384615384615385, 'f': 0.07843136875048076}, 'rouge-l': {'r': 0.11428571428571428, 'p': 0.2857142857142857, 'f': 0.16326530204081643}}"
28,28,Como funcionam as vagas para reopção de curso,"Após o término de cada semestre do ciclo básico a Pró-Reitoria de Graduação e Assistência fará levantamento do número de vagas existentes, em cada Curso e que poderão ser oferecidas a alunos interessados na reopção",t6c3,short,"As vagas para reopção de curso funcionam da seguinte forma: após o término de cada semestre do ciclo básico, a Pró-Reitoria de Graduação e Assistência faz um levantamento do número de vagas existentes em cada curso que podem ser oferecidas aos alunos interessados na reopção. Os Colegiados de Curso, com aprovação do Conselho Coordenador do Ensino e da Pesquisa, podem acrescentar novas vagas para reopção, além das abertas por transferência, desistência e cancelamento. Os alunos interessados devem encaminhar um requerimento à Pró-Reitoria de Graduação e Assistência, dentro do prazo estabelecido no Calendário Escolar, e serão atendidos em ordem de classificação. A classificação é feita considerando apenas as disciplinas integrantes do curso pretendido pelo aluno e cursadas por ele até a data da reopção. A classificação é determinada pela soma dos produtos do valor em crédito da disciplina pelo grau obtido pelo estudante. Em caso de empate na classificação, a decisão é feita pelo Colegiado de Curso. Caso haja recurso, a decisão final é do Conselho Coordenador do Ensino e da Pesquisa.","(tensor([0.5603]), tensor([0.7654]), tensor([0.6470]))","{'rouge-1': {'r': 0.8275862068965517, 'p': 0.22018348623853212, 'f': 0.34782608363684114}, 'rouge-2': {'r': 0.5882352941176471, 'p': 0.12903225806451613, 'f': 0.21164020868956637}, 'rouge-l': {'r': 0.8275862068965517, 'p': 0.22018348623853212, 'f': 0.34782608363684114}}"
29,29,Quais os casos de transferência?,"Ressalvados os casos previstos em lei, de transferência compulsória, a Universidade através do Colegiado de Curso respectivo, poderá aceitar a transferência de alunos provenientes de cursos de graduação idênticos ou equivalentes aos seus, inclusive do estrangeiro. § 1º – A transferência voluntária ficará subordinada à existência de vaga no curso pleiteado. § 2º – A transferência voluntária somente será efetivada antes do início de cada semestre letivo, e dependerá: I de requerimento do interessado; protocolado na Pró-Reitoria de Graduação e Assistência, na época prevista no Calendário Escolar da Universidade; II da existência de vaga no curso pretendido atestada pela Pró-Reitoria de Graduação, atendidas as reopções dos alunos da UFPel III de parecer favorável do Colegiado de Curso, IV da satisfação completa das exigências relativas à documentação pertinente a transferência, constante, no mínimo, dos seguintes documentos; a) histórico escolar, incluindo os resultados do Concurso vestibular b) um exemplar, devidamente autenticado, de cada um dos Programas das disciplinas cursadas, com indicação de duração e carga horária; c) prova de quitação com o serviço militar, quando for o caso; d) atestado de sanidade física e mental; e) comprovante de autorização ou reconhecimento do curso de onde o aluno procede. § 3º – Concedida a transferência, o Colegiado de Curso próprio estabelecerá as condições de matrícula, incluindo, se for o caso, o sistema de recuperação e adaptação. §.4º – Será aceita transferência, independente de vaga, quando se tratar de cônjuge de aluno de pós-graduação.",t6c3,long,Os casos de transferência são os previstos em lei e podem ser compulsórios ou voluntários.,"(tensor([0.6753]), tensor([0.4437]), tensor([0.5355]))","{'rouge-1': {'r': 0.05161290322580645, 'p': 0.5333333333333333, 'f': 0.09411764544982701}, 'rouge-2': {'r': 0.008888888888888889, 'p': 0.14285714285714285, 'f': 0.016736400570718374}, 'rouge-l': {'r': 0.03870967741935484, 'p': 0.4, 'f': 0.07058823368512115}}"
30,30,Como funcionam os currículos plenos dos cursos de graduação?,"Os currículos plenos dos cursos de graduação oferecidos pela UFPel compreenderão: I disciplinas do currículo mínimo, que corresponde as matérias consideradas indispensáveis pelo Conselho Federal de Educação, para a habilitação profissional. Estas matérias serão desdobradas em disciplinas, a critério do Colegiado de cada curso, com aprovação do Conselho Coordenador do Ensino e da Pesquisa; II disciplinas complementares tendo em vista as possibilidades dos Departamentos, são, fixadas pelos Colegiados de Curso, com aprovação do Conselho Coordenador do Ensino e da Pesquisa. Têm como finalidade complementar a formação necessária para a graduação do estudante.",t6c4,medium,"Os currículos plenos dos cursos de graduação da UFPel são compostos por disciplinas do currículo mínimo, que são consideradas indispensáveis para a habilitação profissional e são desdobradas em disciplinas de acordo com o critério do Colegiado de cada curso. Além disso, há disciplinas complementares que visam complementar a formação necessária para a graduação do estudante. Essas disciplinas complementares podem ser obrigatórias ou optativas. A listagem das disciplinas é feita com a utilização de um código aprovado pelo Conselho Coordenador do Ensino e da Pesquisa.","(tensor([0.7608]), tensor([0.7207]), tensor([0.7402]))","{'rouge-1': {'r': 0.5692307692307692, 'p': 0.5967741935483871, 'f': 0.5826771603571207}, 'rouge-2': {'r': 0.4146341463414634, 'p': 0.41975308641975306, 'f': 0.41717790911061764}, 'rouge-l': {'r': 0.5076923076923077, 'p': 0.532258064516129, 'f': 0.5196850343728688}}"
31,31,Como funciona a avaliação do desempenho escolar?,A aprovação em cada disciplina é apurada semestralmente e fica condicionada a freqüência do aluno pelo menos 75% (setenta e cinco por cento) das aulas teóricas e 75% (setenta e cinco por cento) das aulas práticas,t6c5,short,"A avaliação do desempenho escolar é feita através de verificações realizadas ao longo do período, com pelo menos duas verificações com o mesmo peso em cada disciplina. Além disso, podem ser realizadas outras verificações de aula e trabalhos previstos no plano de ensino da disciplina. A média aritmética das verificações constitui a nota semestral, sendo considerado aprovado o aluno que obtiver nota igual ou superior a 7. Os trabalhos escolares recebem graus de zero a dez, admitindo-se a primeira decimal. O aluno que obtiver média semestral inferior a 3 é considerado definitivamente reprovado.","(tensor([0.5306]), tensor([0.6026]), tensor([0.5644]))","{'rouge-1': {'r': 0.46153846153846156, 'p': 0.17391304347826086, 'f': 0.2526315749717452}, 'rouge-2': {'r': 0.10714285714285714, 'p': 0.03333333333333333, 'f': 0.05084745400746937}, 'rouge-l': {'r': 0.3076923076923077, 'p': 0.11594202898550725, 'f': 0.16842104865595575}}"
32,32,Como funciona o exame?,"O aluno que obtiver média semestral inferior a 7,0 (sete) e igual ou superior a 3,0 (três), submeter-se-á a um exame, versando sobre toda a matéria lecionada no período. § 1º – Considerar-se-á aprovado o aluno que, feito o referido exame, obtiver média igual ou superior a 5 (cinco), resultante da divisão por 2 (dois) da soma da nota semestral com a do exame. § 2º – O não comparecimento ao exame importará em atribuição ao aluno, de nota O (zero).",t6c5,short,"O exame consiste em três etapas: exame de títulos, prova didática e prova prática ou escrita. O candidato deve elaborar um programa de estudos e a Comissão Examinadora extrairá uma lista de 10 assuntos, dos quais será sorteado um para a prova. Após o sorteio, o candidato escolhe a modalidade da prova, que pode ser uma aula ou um seminário. A prova de aula tem duração de 40 a 50 minutos, enquanto o seminário não pode exceder 3 horas e deve ter no mínimo 4 participantes. No julgamento da prova didática, cada examinador avalia o plano de aula ou seminário e sua execução, atribuindo uma nota de 0 a 10. A prova escrita é realizada após o sorteio de um ponto da lista de assuntos e o candidato tem 6 horas para redigir a prova, que pode ser manuscrita ou datilografada. Após a leitura da prova para a Comissão Examinadora, é atribuída uma nota de 0 a 10.","(tensor([0.5291]), tensor([0.5499]), tensor([0.5393]))","{'rouge-1': {'r': 0.2413793103448276, 'p': 0.16279069767441862, 'f': 0.19444443963348781}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.20689655172413793, 'p': 0.13953488372093023, 'f': 0.16666666185571002}}"
33,33,O que acontece se precisar de recuperação de aulas?,"A titulo de recuperação e atendendo solicitação do Colegiado de Curso aprovada pelo COCEP, poderá o Reitor por Portaria, instituir período especial para ministração de aulas de disciplinas de cursos já instituídos, e, nas quais, o índice de aprovação tenha sido inferior a 70′. (setenta por cento). § 1º – A elaboração do Calendário Escolar será feita de modo a possibilitar o direito de 45 (quarenta e cinco) dias de. férias individuais anuais para o pessoal docente. § 2º Entre os períodos letivos regulares serão executados programas do ensino e pesquisa que assegurem o funcionamento contínuo da Universidade.",t6c6,medium,"Se um estudante precisar de recuperação de aulas devido a ausências decorrentes da participação em atividades como o Projeto Rondon, Campus Avançado de Cárceres ou outras atividades previstas nos artigos mencionados, ele terá direito a uma época especial para a realização das verificações, conforme estabelecido no Art. 196. No entanto, a responsabilidade pela recuperação dos estudos será do próprio estudante.","(tensor([0.6499]), tensor([0.6119]), tensor([0.6303]))","{'rouge-1': {'r': 0.14285714285714285, 'p': 0.21153846153846154, 'f': 0.17054263084670407}, 'rouge-2': {'r': 0.030927835051546393, 'p': 0.05084745762711865, 'f': 0.038461533758218855}, 'rouge-l': {'r': 0.09090909090909091, 'p': 0.1346153846153846, 'f': 0.10852712697073515}}"
34,34,Quais os pontos que o professor deve observar ao orientar o aluno na elaboração do plano de estudo?,"Ao orientar o aluno na elaboração do plano de estudo para fins de matricula, o professor-orientador dedicará especial atenção aos seguintes pontos: I atendimento aos limites mínimo e máximo de créditos, por período; II cumprimento dos pré e co-requisitos; III compatibilidade de horário das atividades escolares; IV prioridade de matricula para as disciplinas pendentes de semestres anteriores ; V escolha adequada de disciplinas a avançar; VI organização de um currículo coerente. Parágrafo Único – Os quatro primeiros incisos são de cumprimento obrigatório, sendo os demais facultativos.",t6c7,medium,"O professor deve observar os seguintes pontos ao orientar o aluno na elaboração do plano de estudo: 
- Atendimento aos limites mínimo e máximo de créditos, por período;
- Cumprimento dos pré e co-requisitos;
- Compatibilidade de horário das atividades escolares;
- Prioridade de matrícula para as disciplinas pendentes de semestres anteriores;
- Escolha adequada de disciplinas a avançar;
- Organização de um currículo coerente.","(tensor([0.8605]), tensor([0.7891]), tensor([0.8233]))","{'rouge-1': {'r': 0.5, 'p': 0.6923076923076923, 'f': 0.5806451564203955}, 'rouge-2': {'r': 0.4, 'p': 0.53125, 'f': 0.4563758340254944}, 'rouge-l': {'r': 0.4861111111111111, 'p': 0.6730769230769231, 'f': 0.5645161241623309}}"
35,35,Como é feita a contratação de pessoal administrativo?,"É Obrigatória a realização de concurso público, para a contratação de pessoal administrativo",t7c1,short,"A contratação de pessoal administrativo é feita por meio de concurso público, conforme estabelecido no Art. 216 do Regimento. A Pró-Reitoria Administrativa organiza os testes seletivos, especificando provas e matérias, para cada caso, mediante Edital aprovado pelo Reitor, que é afixado em quadro de avisos da Reitoria e publicado na imprensa local.","(tensor([0.6043]), tensor([0.7556]), tensor([0.6715]))","{'rouge-1': {'r': 0.6363636363636364, 'p': 0.14893617021276595, 'f': 0.24137930727110585}, 'rouge-2': {'r': 0.4166666666666667, 'p': 0.09803921568627451, 'f': 0.15873015564625853}, 'rouge-l': {'r': 0.45454545454545453, 'p': 0.10638297872340426, 'f': 0.17241379002972657}}"
36,36,O que é corpo docente,"Entende-se por corpo docente o conjunto constituído por quantos exerçam atividades de ensino e pesquisa, nos termos do Estatuto e deste Regimento",t7c2,short,"O corpo docente é o conjunto de pessoas que exercem atividades de ensino e pesquisa em uma instituição de ensino, de acordo com o Estatuto e o Regimento da instituição.","(tensor([0.6999]), tensor([0.7427]), tensor([0.7207]))","{'rouge-1': {'r': 0.5, 'p': 0.43478260869565216, 'f': 0.465116274094105}, 'rouge-2': {'r': 0.2857142857142857, 'p': 0.20689655172413793, 'f': 0.2399999951280001}, 'rouge-l': {'r': 0.5, 'p': 0.43478260869565216, 'f': 0.465116274094105}}"
37,37,O que é corpo docente,"Entende-se por corpo docente o conjunto constituído por quantos exerçam atividades de ensino e pesquisa, nos termos do Estatuto e deste Regimento",t7c2,short,"O corpo docente é o conjunto de pessoas que exercem atividades de ensino e pesquisa em uma instituição de ensino, de acordo com o Estatuto e o Regimento da instituição.","(tensor([0.6999]), tensor([0.7427]), tensor([0.7207]))","{'rouge-1': {'r': 0.5, 'p': 0.43478260869565216, 'f': 0.465116274094105}, 'rouge-2': {'r': 0.2857142857142857, 'p': 0.20689655172413793, 'f': 0.2399999951280001}, 'rouge-l': {'r': 0.5, 'p': 0.43478260869565216, 'f': 0.465116274094105}}"
